grade,de,en,tr,article
A1,Wein,wine,şarap,der
B1,Weise,Way,Yol,die
B1,Weisen,ways,yollar,das
A1,Weit,wide,geniş,das
,Weitblick,Foresight,Öngörü,der
A1,Weiter,next,sonraki,-
A1,Weiterbildung,further training,ileri eğitim,die
A2,Weiterhelfen,Help further,Daha fazla yardım edin,-
B1,Weiterhin,Furthermore,Üstelik,-
A2,Weitermachen,Carry on,Devam et,-
B1,Weiß,White,Beyaz,das
A1,Weißbrot,White bread,Beyaz ekmek,das
A1,Welch,Which,Hangi,-
A1,Welcher,Which,Hangi,-
A1,Welt,of world,dünyanın,die
B1,Weltkreigen,World War,Dünya Savaşı,-
B1,Weltmeister,World champion,Dünya şampiyonu,der
B1,Weltreise,World tour,Dünya turu,die
B1,Weltweit,Worldwide,Dünya çapında,Adjektiv
A1,Wem,Whom,Kime,-
A1,Wen,Whom,Kime,-
B1,Wenden,Turn around,Arkanı dön,das
A1,Wenig,Few,Bir kaç,das
A1,Weniger,Fewer,Daha az,-
A2,Wenigstens,At least,En azından,-
A1,Wenn,If,Eğer,das
A1,Wer,who,DSÖ,-
B1,Werbung,Advertising,Reklam,die
A1,Werden,becoming,oluş,das
A2,Werfen,Throw,Fırlatmak,das
A2,Werk,Factory,Fabrika,das
A2,Werkstatt,Workshop,Atölye,die
A2,Werktag,working day,iş günü,der
B1,Werktags,Working days,Çalışma günleri,-
B1,Werkzeug,Tool,Alet,das
B1,Wert,Value,Değer,der
A1,Wertenschlag,Values ​​hit,Değerler vuruldu,-
B1,Wertlos,Worthless,Değersiz,Adjektiv
B1,Wertvoll,Valuable,Değerli,Adjektiv
B1,Weshalb,For what reason,Hangi nedenle,-
B1,West,West,Batı,der
A1,Westen,West,Batı,der
B1,Westlich,West,Batı,Adjektiv
A2,Wettbewerb,Competition,Yarışma,der
B1,Wetten,Bets,Bahisler,das
A1,Wetter,weather,hava,das
B1,Wetterberechen,Weather forecasts,Hava tahminleri,-
B1,Wettervorhersag,Weather forecast,Hava tahmini,-
B1,Wg,Wg,Wg,-
A1,Wichen,Wich,Cadı,-
,Wichtel,Secret Santa,Gizli Noel Baba,der
A1,Wichtig,important,Önemli,Adjektiv
B1,Widersprechen,Contradict,Yalanlamak,das
A1,Wie,how,nasıl,-
A2,Wieder,Again,Tekrar,-
B1,Wiedergefunden,Found again,Tekrar bulundu,-
B1,Wiederhol,Repeat,Tekrarlamak,-
A1,Wiederholen,Repeat,Tekrarlamak,das
B1,Wiederholung,Repetition,Tekrarlama,die
A1,Wiederhören,re-hearing,yeniden duruşma,das
B1,Wiederkommen,Come back,Geri gelmek,das
A2,Wiegen,Weigh,Tartmak,das
B1,Wiegst,Weigh,Tartmak,-
B1,Wien,Vienna,Viyana,das
B1,Wiese,Meadow,Çayır,die
B1,Wieso,How come,Nasıl olur,-
A1,Wiilsr,Wilsr,Wilsr,-
B1,Wild,Wild,Vahşi,das
A1,Willkommen,Welcome,Hoş geldin,das
A1,Willst,Want,İstek,-
A2,Windig,Windy,Rüzgarlı,Adjektiv
,Window,Window,Pencere,das
B1,Winken,Wave,Dalga,das
A1,Winter,winter,kış,der
B1,Winterschuhe,Winter shoes,Kışlık ayakkabı,-
A1,Wir,we,Biz,-
A2,Wirf,Throw,Fırlatmak,-
B1,Wirken,Works,Eserler,das
A2,Wirklich,Really,Gerçekten,Adjektiv
B1,Wirklichkeit,reality,gerçeklik,die
B1,Wirkung,Effect,Etki,die
B1,Wirst,Will,İrade,-
B1,Wirt,host,ev sahibi,der
B1,Wirtin,landlady,ev sahibesi,die
B1,Wirtschaft,Business,İşletme,die
A1,Wissen,knowledge,bilgi,das
A1,Wissenschaft,of science,bilimin,die
B1,Wissenschaftler,scientist,bilim adamı,der
B1,Wissenschaftlerin,scientist,bilim adamı,die
A2,Witz,Joke,Şaka,der
A2,Witzen,Joking,şaka,-
A2,Witzig,Funny,Eğlenceli,Adjektiv
A1,Wo,where,nerede,-
A1,Woche,of week,haftanın,die
A1,Wochenende,weekend,haftasonu,das
A1,Wochentag,weekday,hafta içi,der
B1,Wochentags,weekdays,hafta içi,-
A1,Woher,From where,Nereden,-
A1,Wohin,Where,Nerede,-
B1,Wohl,Probably,Muhtemelen,das
A1,Wohne,Live,Canlı,-
A1,Wohnen,Reside,İkamet,das
B1,Wohnfläche,living space,yaşam alanı,die
B1,Wohngeld,Housing benefit,Konut yardımı,das
B1,Wohngemeinschaft,shared apartment,paylaşılan daire,die
A2,Wohnort,Place of residence,İkamet yeri,der
B1,Wohnsitz,residence,ikamet,der
A1,Wohnst,Residence,Konut,-
A1,Wohnung,apartment,apartman,die
B1,Wohnungsangebot,Housing offer,Konut teklifi,-
B1,Wohnungseinbruch,Home burglary,Ev hırsızlığı,-
B1,Wohnungstür,apartment door,apartman kapısı,die
A1,Wohnungswechsel,Change of residence,İkamet değişikliği,der
A2,Wohnzimmer,Living room,Oturma odası,das
A2,Wohnzimmertisch,Living room table,Oturma odası masası,der
A2,Wolke,Cloud,Bulut,die
A1,Wollen,Want,İstek,das
B1,Womit,With what,Neyle,-
A2,Workshop,Workshop,Atölye,der
A1,Wort,word,kelime,das
A1,Wortbildung,of word formation,kelime oluşumunun,die
A1,Wortgruppe,word group,kelime grubu,die
A1,Wortgruppenli,word groups,kelime grupları,-
A1,Wortliste,word list,kelime listesi,die
A1,Wortschatz,vocabulary,kelime bilgisi,der
A1,Wortschatzliste,vocabulary list,kelime listesi,-
B1,Worum,About what,Ne hakkında,-
B1,Worüber,About what,Ne hakkında,-
B1,Wund,Sore,Yara,-
B1,Wunder,Wonder,Merak etmek,das
A1,Wunderbar,Wonderful,Müthiş,Adjektiv
B1,Wunderen,Wonder,Merak etmek,-
B1,Wundern,Wonder,Merak etmek,das
B1,Wunderschön,Beautiful,Güzel,Adjektiv
A2,Wunsch,Wish,Dilek,der
A2,Wurst,Sausage,Sosis,die
B1,Wusch,Whoosh,Vızıldamak,-
A2,Wussen,Knew,biliyordum,-
B1,Wusst,Knew,biliyordum,-
A2,Wähl,Choose,Seçmek,-
A2,Wählen,Choose,Seçmek,das
B1,Während,While,Sırasında,-
A1,Währung,currency,para birimi,die
A1,Wär,Would,İstemek,-
B1,Wärmen,Warm,Ilık,das
A2,Wärmer,Warmer,Isıtıcı,-
A2,Wäsch,Laundry,Çamaşır,-
B1,Wöchentlich,Weekly,Haftalık,Adjektiv
A1,Wörterbuch,dictionary,sözlük,das
B1,Wünsch,Wish,Dilek,-
A2,Wünschen,Wish,Dilek,das
B1,Wünschst,Wish,Dilek,-
A2,Würdigkeit,worthiness,değerlilik,die
B1,Würstchen,Sausages,Sosisler,das
B1,Würzen,Seasoning,Baharat,das
B1,Wütend,Angry,Sinirli,Adjektiv
A1,Zahl,number,numara,die
A1,Zahlen,a numbers,bir sayı,das
B1,Zahlreich,Numerous,Çeşitli,Adjektiv
A2,Zahlung,payment,ödeme,die
A2,Zahn,Tooth,Diş,der
B1,Zahnarzt,dentist,dişçi,der
A2,Zahnarzttermin,Dentist appointment,Dişçi randevusu,der
B1,Zahnbür,dental brush,diş fırçası,-
B1,Zahncrer,Dentist,Dişçi,-
B1,Zahnschmerz,Toothache,Diş ağrısı,der
A2,Zahnärztin,Dentist,Dişçi,die
B1,Zangen,Pliers,Pense,-
A1,Zehn,Ten,On,die
B1,Zehnter,Tithe,Ondalık,-
A2,Zeichen,Sign,İmza,das
A2,Zeichnen,Draw,Çizmek,das
B1,Zeichnung,drawing,çizim,die
A2,Zeig,Show,Göstermek,-
A1,Zeigen,Show,Göstermek,das
B1,Zeil,line,astar,-
B1,Zeile,Line,Astar,die
A1,Zeit,currently,şu anda,die
A2,Zeitangabe,Time indication,Zaman göstergesi,die
A1,Zeitangaben,Time information,Zaman bilgisi,-
A2,Zeitgemäßen,Contemporary,Modern,-
A1,Zeitmaße,Measures of time,Zaman ölçüleri,-
B1,Zeitpunkt,time,zaman,der
A2,Zeitschrift,magazine,dergi,die
A1,Zeitung,newspaper,Gazete,die
B1,Zeitungsladen,newsagent,gazete bayisi,der
A2,Zeln,Zeln,Zeln,-
B1,Zelt,Tent,Çadır,das
B1,Zeltlag,Campsite,Kamp alanı,-
A1,Zentimeter,one centimeter,bir santimetre,der
A2,Zentral,Central,Merkezi,Adjektiv
,Zentrale,Headquarters,Karargah,die
B1,Zentraler,More central,Daha merkezi,-
A2,Zentrum,center,merkez,das
B1,Zerstören,Destroy,Tahrip etmek,das
A1,Zertifikat,certificate,sertifika,das
A2,Zertifiziern,Certify,Sertifikala,-
A2,Zettel,Note,Not,der
B1,Zeug,Things,Şeyler,das
B1,Zeuge,Witness,Tanık,der
B1,Zeugin,witness,tanık,die
A2,Zeugnis,Transcript,Deşifre metni,das
A1,Zieh,draw,beraberlik,-
A1,Ziehen,drag,sürükleme,das
B1,Ziehst,Pull,Çekmek,-
A2,Ziel,Goal,Amaç,das
B1,Ziemlich,Quite,Epeyce,Adjektiv
A1,Zigarette,cigarette,sigara,die
A1,Zimmer,room,oda,das
B1,Zimmerpreis,Room price,Oda fiyatı,-
A1,Zimmerschlüssel,Room key,Oda anahtarı,der
B1,Zins,interest,faiz,der
B1,Zirka,About,Hakkında,-
A2,Zirkus,circus,sirk,der
A2,Zitron,Lemon,Limon,-
A2,Zitrone,lemon,limon,die
A2,Zitroneneis,Lemon ice cream,Limonlu dondurma,das
B1,Zivilstand,Civil status,Medeni durum,der
B1,Zlich,Zlich,Zlich,-
B1,Znüni,Snack,Atıştırmalık,-
A1,Zoll,customs,gümrükler,der
B1,Zone,Zone,Alan,die
A2,Zoo,zoo,hayvanat bahçesi,der
B1,Zubereie,preparations,hazırlıklar,-
B1,Zubereien,concoctions,karışımlar,-
A2,Zucker,Sugar,Şeker,der
B1,Zueinander,To each other,Birbirimize,-
A2,Zuerst,First,Birinci,-
B1,Zufall,Coincidence,Tesadüf,der
A1,Zufrieden,Satisfied,Memnun,Adjektiv
B1,Zufällig,Randomly,Rastgele,Adjektiv
A1,Zug,train,tren,der
B1,Zugang,Access,Erişim,der
B1,Zugangen,Accessed,Erişildi,-
B1,Zugehen,Approach,Yaklaşmak,Verb
A2,Zugehören,Belonging,ait olma,-
A2,Zugemacht,Closed,Kapalı,-
B1,Zugenom,Added,Eklendi,-
,Zuger,Zuger,Züger,der
B1,Zugeschicken,Sent,Gönderilmiş,-
B1,Zugfahren,Train travel,Tren yolculuğu,-
A2,Zugrestaurant,Train restaurant,Tren restoranı,-
A1,Zugrunde,Bottom line,Sonuç olarak,-
A2,Zugspitzen,Zugspitze,Zugspitze,-
B1,Zugänglich,Accessible,Erişilebilir,Adjektiv
B1,Zuhaus,At home,evde,das
A2,Zuhören,Listen,Dinlemek,das
B1,Zuhörer,listeners,dinleyiciler,der
B1,Zuhörerin,listener,dinleyici,die
B1,Zuhörerinn,listener,dinleyici,-
B1,Zukunft,Future,Gelecek,die
B1,Zukünftig,Future,Gelecek,Adjektiv
A2,Zulassen,Allow,İzin vermek,-
A2,Zuletzt,Last,Son,-
A2,Zumachen,Close,Kapalı,das
A2,Zumindest,At least,En azından,-
B1,Zunehmen,Gain weight,Kilo alın,das
A1,Zunächst,First,Birinci,-
A1,Zuordn,Assign,Atamak,-
B1,Zurecht,Rightly so,Haklı olarak öyle,-
B1,Zurechtgekommen,Coped,başa çıktı,-
B1,Zurechtkommen,Cope,Başa çıkmak,Verb
A1,Zurzeit,Currently,Şu anda,-
A1,Zurück,Back,Geri,das
B1,Zurückbekommen,Get back,Geri dön,das
B1,Zurückfahren,Drive back,Geri git,das
A2,Zurückgeben,Return,Geri dönmek,-
B1,Zurückgekommen,Came back,Geri döndüm,-
B1,Zurückkommen,Come back,Geri gelmek,das
B1,Zurückrufen,Call back,Geri çağırmak,Verb
B1,Zusage,Commitment,Bağlılık,die
A1,Zusammen,together,birlikte,-
A1,Zusammenarbeit,cooperation,işbirliği,die
B1,Zusammenfassen,Summarize,Özetle,das
B1,Zusammengefasst,In summary,Özetle,-
B1,Zusammenhang,Connection,Bağlantı,der
B1,Zusammenschreiben,Write together,Birlikte yazın,Verb
A1,Zusammensetzung,composition,kompozisyon,die
A1,Zusammenstellen,Compile,Derle,das
A1,Zusammenstellung,compilation,derleme,-
B1,Zuschauen,Watch,Kol saati,das
B1,Zuschauer,Viewers,İzleyiciler,der
B1,Zuschauerin,spectator,seyirci,die
B1,Zuschliegen,Strike,Çarpmak,-
A2,Zusein,To be,Olmak,-
B1,Zustand,Condition,Durum,der
B1,Zustimmen,Agree,Kabul etmek,das
B1,Zustimmend,Agreed,kabul edildi,-
B1,Zustimmung,approval,onay,die
B1,Zuständig,Responsible,Sorumlu,Adjektiv
A1,Zusätzlich,Additionally,bunlara ek olarak,Adjektiv
B1,Zuverlässig,Reliable,Güvenilir,Adjektiv
B1,Zuzuhören,To listen,dinlemek,-
B1,Zuzusehen,Watching,izliyorum,-
B1,Zvieri,Snack,Atıştırmalık,-
A1,Zwanzig,twenty,yirmi,die
A2,Zwanzigsen,Twenty cents,Yirmi sent,-
B1,Zwar,That is,yani,-
B1,Zweck,Purpose,Amaç,der
B1,Zwehen,Zwehen,Zwehen,-
A1,Zwei,of two,ikisinden,die
B1,Zweifach,Twofold,İki kat,Adjektiv
B1,Zweifel,Doubt,Şüphe,der
B1,Zweifeln,Doubt,Şüphe,das
B1,Zweifle,Doubt,Şüphe,-
A1,Zweihunderen,Two hundred,İki yüz,-
A2,Zweimal,Twice,İki kere,-
B1,Zweitausend,Two thousand,İki bin,-
A2,Zweitausenddreizehn,Two thousand and thirteen,iki bin on üç,-
A2,Zweitausendeins,Two thousand one,İki bin bir,-
B1,Zweitausendundzwölf,Two thousand and twelve,İki bin on iki,-
A1,Zweitausendvierzehn,Two thousand fourteen,İki bin on dört,-
A1,Zweitausendzwei,Two thousand and two,İki bin iki,-
A2,Zweitausendzwölf,Two thousand and twelve,İki bin on iki,-
A2,Zweitens,Second,Saniye,-
A1,Zweiter,Second,Saniye,-
B1,Zweitsprach,Second language,İkinci dil,-
,Zweizack,Bident,Bident,der
B1,Zweizimmerwohnung,Two-room apartment,İki odalı daire,die
B1,Zwiebel,Onion,Soğan,die
B1,Zwiebeln,Onions,Soğan,Verb
B1,Zwingen,Force,Güç,das
A1,Zwischen,Between,Arasında,-
A1,Zwölf,Twelve,On iki,die
A1,Zwölfter,Twelfth,Onikinci,-
A2,Zählen,To count,Saymak,das
B1,Zünd,Ignite,Tutuşturmak,-
B1,Zündholz,match,kibrit,das
B1,Zündhölzer,Matches,Maçlar,-
A1,appetit,appetite,iştah,-
A2,¨er,he,O,-
B1,Ähnlich,Similar,Benzer,-
A2,Ändern,Change,Değiştirmek,das
B1,Änderung,the change,değişiklik,die
B1,Ängstlich,Fearful,Korkunç,Adjektiv
B1,Ärger,Trouble,Bela,der
B1,Ärgerlich,Annoying,Sinir bozucu,Adjektiv
A2,Ärgern,Annoy,Kızdırmak,das
A2,Ärgerst,annoying,sinir bozucu,-
B1,Äußerlich,Externally,Dışarıdan,-
B1,Énd,End,Son,-
A2,Öffent,Public,Halk,-
A1,Öffentlich,Public,Halk,Adjektiv
B1,Öffentlichkeit,public,halk,die
A1,Öffnen,Open,Açık,das
B1,Öffnest,Open nest,Yuvayı aç,-
B1,Öfter,More often,Daha sık,-
B1,Öko,Eco,Eko,der
B1,Ökolade,Ecoload,Ekolojik yük,-
B1,Ökologisch,Ecologically,Ekolojik olarak,Adjektiv
B1,Ökostrom,Green electricity,Yeşil elektrik,-
A1,Öl,oil,yağ,das
A1,Österreich,Austria,Avusturya,die
A2,Österreicherin,Austrian,Avusturya,-
B1,Östlich,East,Doğu,Adjektiv
A2,Übe,Practice,Pratik,-
A2,Üben,Practice,Pratik,das
A1,Über,Over,Üzerinde,-
A2,Überall,Everywhere,Her yer,-
A1,Überblick,overview,genel bakış,der
B1,Überfahren,Run over,üzerinden geçmek,das
B1,Überfuhr,transfer,aktarma,-
B1,Überfähren,Cross over,Karşıdan karşıya geç,-
B1,Übergeordnen,Parent,Ebeveyn,-
B1,Überhaupt,At all,Hiç,-
B1,Überholen,Overtaking,Sollama,das
B1,Überlege,Think about it,Bir düşün,-
B1,Überlegen,Superior,Üst,das
A2,Übermorgen,The day after tomorrow,Yarından sonraki gün,der
A1,Übernachten,Stay overnight,Geceleme,das
A1,Übernachtung,overnight stay,sabahlamak,die
B1,Übernechen,Overnight,Gecelik,-
B1,Übernehmen,Take over,Devralmak,das
B1,Überprüfen,Check,Kontrol etmek,das
B1,Überprüfte,Checked,İşaretlendi,-
B1,Überqueren,Cross over,Karşıdan karşıya geç,das
B1,Überraschen,Surprise,Sürpriz,das
B1,Überraschend,Surprising,Şaşırtıcı,Adjektiv
B1,Überraschung,Surprise,Sürpriz,die
B1,Überreden,Convince,İkna etmek,-
B1,Überschrifen,Headings,Başlıklar,-
A2,Übersetzen,Translate,Çevir,das
B1,Übersetzer,translator,çevirmen,der
B1,Übersetzerin,translator,çevirmen,die
A2,Übersetzung,translation,çeviri,die
A2,Überspielen,Dubbing,Dublaj,-
B1,Überstund,Overtime,Mesai,-
B1,Überstunden,overtime,mesai,-
B1,Übertragen,Transmitted,İletilen,das
B1,Übertreiben,Exaggerate,abartmak,das
B1,Übertrieben,Exaggerated,Abartılı,-
B1,Übertrug,transfer,aktarma,-
A2,Überweise,Transfer,Aktarım,-
A1,Überweisen,Transfer,Aktar,das
A2,Überweist,Refers,Referanslar,-
B1,Überweisung,Transfer,Aktarım,die
B1,Überwies,Transferred,Aktarıldı,-
B1,Überzeugen,Convince,İkna etmek,das
B1,Überzeugung,conviction,mahkumiyet,die
B1,Überübertreiben,Exaggerate,abartmak,-
B1,Üblich,Usual,Olağan,Adjektiv
B1,Übrig,Left over,Geriye kalan,Adjektiv
B1,Übrigens,By the way,Bu arada,-
A1,Übung,exercise,egzersiz,die
